name,Solver,time_limit,energy,num_satellites
15_5,NL Solver initial state,60,43.996782962085945,15
15_6,NL Solver initial state,5,50.52204953497842,15
15_6,NL Solver initial state,30,50.52204953497842,15
15_6,NL Solver initial state,60,50.52204953497842,15
15_7,NL Solver initial state,5,44.87370589560395,15
15_7,NL Solver initial state,30,44.87370589560395,15
15_7,NL Solver initial state,60,44.87370589560395,15
15_8,NL Solver initial state,5,43.69500883954023,15
15_8,NL Solver initial state,30,43.71195850651962,15
15_8,NL Solver initial state,60,43.69500883954023,15
15_9,NL Solver initial state,5,41.75913335589132,15
15_9,NL Solver initial state,30,42.12258107168376,15
15_9,NL Solver initial state,60,42.12258107168376,15
15_10,NL Solver initial state,5,42.1043514420268,15
15_10,NL Solver initial state,30,42.17316141623694,15
15_10,NL Solver initial state,60,42.17316141623694,15
20_0,NL Solver initial state,5,30.59496987965378,20
20_0,NL Solver initial state,30,31.622801834538908,20
20_0,NL Solver initial state,60,31.639018281872684,20
20_1,NL Solver initial state,5,32.42036675789675,20
20_1,NL Solver initial state,30,33.38691036396148,20
20_1,NL Solver initial state,60,33.38691036396148,20
20_2,NL Solver initial state,5,34.680112534124795,20
20_2,NL Solver initial state,30,35.44936262029064,20
20_2,NL Solver initial state,60,35.44936262029074,20
20_3,NL Solver initial state,5,36.18679710682776,20
20_3,NL Solver initial state,30,36.18679710682776,20
20_3,NL Solver initial state,60,36.18679710682776,20
20_4,NL Solver initial state,5,35.93715047183275,20
20_4,NL Solver initial state,30,35.93715047183275,20
20_4,NL Solver initial state,60,35.846618678708325,20
20_5,NL Solver initial state,5,35.02802373355586,20
20_5,NL Solver initial state,30,35.521009680438006,20
20_5,NL Solver initial state,60,35.380411241738685,20
20_6,NL Solver initial state,5,32.334696300991496,20
20_6,NL Solver initial state,30,32.334696300991496,20
20_6,NL Solver initial state,60,32.01027803526083,20
20_7,NL Solver initial state,5,35.601566020412506,20
20_7,NL Solver initial state,30,36.3798966834762,20
20_7,NL Solver initial state,60,36.3798966834762,20
20_8,NL Solver initial state,5,31.228043193398257,20
20_8,NL Solver initial state,30,31.22804319339833,20
20_8,NL Solver initial state,60,31.228043193398257,20
20_9,NL Solver initial state,5,38.18800831775208,20
20_9,NL Solver initial state,30,38.4284567518369,20
20_9,NL Solver initial state,60,38.93986430723113,20
20_10,NL Solver initial state,5,36.80993575408036,20
20_10,NL Solver initial state,30,36.80993575408036,20
20_10,NL Solver initial state,60,36.80993575408036,20
30_0,NL Solver initial state,5,23.81780776310708,30
30_0,NL Solver initial state,30,24.5600675463894,30
30_0,NL Solver initial state,60,25.180787701966608,30
30_1,NL Solver initial state,5,23.035070141397675,30
30_1,NL Solver initial state,30,24.890561161069737,30
30_1,NL Solver initial state,60,24.828284485365717,30
30_2,NL Solver initial state,5,24.95558771550627,30
30_2,NL Solver initial state,30,24.78191283663953,30
30_2,NL Solver initial state,60,25.25629849530219,30
30_3,NL Solver initial state,5,25.328049838598908,30
30_3,NL Solver initial state,30,26.55817418131617,30
30_3,NL Solver initial state,60,26.22650065464663,30
30_4,NL Solver initial state,5,22.33994574324355,30
30_4,NL Solver initial state,30,24.765220656506123,30
30_4,NL Solver initial state,60,23.743077132164217,30
30_5,NL Solver initial state,5,23.19845378940053,30
30_5,NL Solver initial state,30,23.259553832138963,30
30_5,NL Solver initial state,60,24.252229757546274,30
30_6,NL Solver initial state,5,24.302454577543923,30
30_6,NL Solver initial state,30,24.62952635144796,30
30_6,NL Solver initial state,60,24.764108970443427,30
30_7,NL Solver initial state,5,24.63675625907132,30
30_7,NL Solver initial state,30,26.283924324168265,30
30_7,NL Solver initial state,60,25.47339240554611,30
30_8,NL Solver initial state,5,23.164199191526325,30
30_8,NL Solver initial state,30,22.833957993734654,30
30_8,NL Solver initial state,60,23.68017979598118,30
30_9,NL Solver initial state,5,23.104507569522884,30
30_9,NL Solver initial state,30,23.93068882859741,30
30_9,NL Solver initial state,60,23.91013353562047,30
30_10,NL Solver initial state,5,23.59681431904031,30
30_10,NL Solver initial state,30,25.892994752722203,30
30_10,NL Solver initial state,60,25.31524984736781,30
40_0,NL Solver initial state,5,16.290103183318145,40
40_0,NL Solver initial state,30,18.69526326945184,40
40_0,NL Solver initial state,60,18.378118845326632,40
40_1,NL Solver initial state,5,16.67767422110526,40
40_1,NL Solver initial state,30,18.57066194898486,40
40_1,NL Solver initial state,60,19.047585741264665,40
40_2,NL Solver initial state,5,17.499417241646874,40
40_2,NL Solver initial state,30,18.85554567006139,40
40_2,NL Solver initial state,60,19.264409354531256,40
40_3,NL Solver initial state,5,17.20151350370706,40
40_3,NL Solver initial state,30,19.594268424904502,40
40_3,NL Solver initial state,60,19.74310738952612,40
40_4,NL Solver initial state,5,17.17762078859354,40
40_4,NL Solver initial state,30,19.521383640103576,40
40_4,NL Solver initial state,60,19.56976382796089,40
40_5,NL Solver initial state,5,17.436043793806835,40
40_5,NL Solver initial state,30,20.078893393765824,40
40_5,NL Solver initial state,60,20.344005203948317,40
40_6,NL Solver initial state,5,17.930583597739446,40
40_6,NL Solver initial state,30,20.28960598267268,40
40_6,NL Solver initial state,60,20.121227230507507,40
40_7,NL Solver initial state,5,17.35020590461365,40
40_7,NL Solver initial state,30,19.621467447843788,40
40_7,NL Solver initial state,60,20.508709130259756,40
40_8,NL Solver initial state,5,17.3855802790369,40
40_8,NL Solver initial state,30,19.781455558750157,40
40_8,NL Solver initial state,60,19.30360001180444,40
40_9,NL Solver initial state,5,16.890931915022716,40
40_9,NL Solver initial state,30,19.012319016410547,40
40_9,NL Solver initial state,60,19.411040423385664,40
40_10,NL Solver initial state,5,17.372950929757643,40
40_10,NL Solver initial state,30,19.6021475614293,40
40_10,NL Solver initial state,60,20.28010967614266,40
50_0,NL Solver initial state,5,12.265934332827907,50
50_0,NL Solver initial state,30,14.866549167823456,50
50_0,NL Solver initial state,60,15.731534218235176,50
50_1,NL Solver initial state,5,12.498702093282857,50
50_1,NL Solver initial state,30,15.366744715573684,50
50_1,NL Solver initial state,60,15.56093079786208,50
50_2,NL Solver initial state,5,11.718258147544477,50
50_2,NL Solver initial state,30,14.500225547256983,50
50_2,NL Solver initial state,60,15.144064229426938,50
50_3,NL Solver initial state,5,12.09406065565393,50
50_3,NL Solver initial state,30,14.33843992657808,50
50_3,NL Solver initial state,60,15.354707730115525,50
50_4,NL Solver initial state,5,12.470102304746922,50
50_4,NL Solver initial state,30,14.74976219595597,50
50_4,NL Solver initial state,60,15.784182961775702,50
50_5,NL Solver initial state,5,12.90947846115666,50
50_5,NL Solver initial state,30,15.698527011136886,50
50_5,NL Solver initial state,60,16.14492862219672,50
50_6,NL Solver initial state,5,11.8509110836744,50
50_6,NL Solver initial state,30,14.09355476822139,50
50_6,NL Solver initial state,60,14.90472520297844,50
50_7,NL Solver initial state,5,11.688024400563094,50
50_7,NL Solver initial state,30,14.755267666681164,50
50_7,NL Solver initial state,60,16.08658938696032,50
50_8,NL Solver initial state,5,12.63499535723518,50
50_8,NL Solver initial state,30,15.439331618819033,50
50_8,NL Solver initial state,60,15.705310010053946,50
50_9,NL Solver initial state,5,13.02307450555575,50
50_9,NL Solver initial state,30,15.375428826043938,50
50_9,NL Solver initial state,60,16.08669809444499,50
50_10,NL Solver initial state,5,12.065156027430852,50
50_10,NL Solver initial state,30,14.961603430862755,50
50_10,NL Solver initial state,60,16.043630188493424,50
