name,time_limit,energy,solver
873136276_20_10,50.0,1496.0,NL Solver
268827376_20_10,50.0,1377.0,NL Solver
1634173168_20_10,50.0,1419.0,NL Solver
691823909_20_10,50.0,1397.0,NL Solver
73807235_20_10,50.0,1484.0,NL Solver
1273398721_20_10,50.0,1544.0,NL Solver
2065119309_20_10,50.0,1593.0,NL Solver
1672900551_20_10,50.0,1597.0,NL Solver
471503978_200_10,50.0,10988.0,NL Solver
1215892992_200_10,50.0,10638.0,NL Solver
135346136_200_10,50.0,11076.0,NL Solver
1602504050_200_10,50.0,10966.0,NL Solver
160037322_200_10,50.0,10685.0,NL Solver
551454346_200_10,50.0,10436.0,NL Solver
519485142_200_10,50.0,11009.0,NL Solver
383947510_200_10,50.0,10851.0,NL Solver
1968171878_200_10,50.0,10532.0,NL Solver
540872513_200_10,50.0,10850.0,NL Solver
1539989115_50_20,50.0,3946.0,NL Solver
691823909_50_20,50.0,3807.0,NL Solver
655816003_50_20,50.0,3728.0,NL Solver
1315102446_50_20,50.0,3816.0,NL Solver
1949668355_50_20,50.0,3707.0,NL Solver
1923497586_50_20,50.0,3796.0,NL Solver
1805594913_50_20,50.0,3823.0,NL Solver
1861070898_50_20,50.0,3809.0,NL Solver
715643788_50_20,50.0,3851.0,NL Solver
464843328_50_20,50.0,3855.0,NL Solver
873654221_20_5,50.0,1278.0,NL Solver
379008056_20_5,50.0,1359.0,NL Solver
1866992158_20_5,50.0,1081.0,NL Solver
216771124_20_5,50.0,1293.0,NL Solver
495070989_20_5,50.0,1235.0,NL Solver
402959317_20_5,50.0,1195.0,NL Solver
1369363414_20_5,50.0,1239.0,NL Solver
2021925980_20_5,50.0,1206.0,NL Solver
573109518_20_5,50.0,1230.0,NL Solver
88325120_20_5,50.0,1108.0,NL Solver
896678084_100_5,50.0,5493.0,NL Solver
1179439976_100_5,50.0,5283.0,NL Solver
1122278347_100_5,50.0,5179.0,NL Solver
416756875_100_5,50.0,5023.0,NL Solver
267829958_100_5,50.0,5253.0,NL Solver
1835213917_100_5,50.0,5135.0,NL Solver
1328833962_100_5,50.0,5251.0,NL Solver
1418570761_100_5,50.0,5098.0,NL Solver
161033112_100_5,50.0,5454.0,NL Solver
304212574_100_5,50.0,5330.0,NL Solver
1539989115_100_10,50.0,5841.0,NL Solver
655816003_100_10,50.0,5399.0,NL Solver
960914243_100_10,50.0,5728.0,NL Solver
1915696806_100_10,50.0,5872.0,NL Solver
2013025619_100_10,50.0,5545.0,NL Solver
1168140026_100_10,50.0,5323.0,NL Solver
1923497586_100_10,50.0,5642.0,NL Solver
167698528_100_10,50.0,5694.0,NL Solver
1528387973_100_10,50.0,5956.0,NL Solver
993794175_100_10,50.0,5881.0,NL Solver
2013025619_200_20,50.0,11855.0,NL Solver
